HATE_SPEECH,label
Immigrants hurt the finance of our country by taking jobs and services without paying taxes.,2
Immigrants hurt the finance of our country by taking jobs and services without paying taxes.,2
Immigrants hurt the economy of our country by taking jobs and services without paying taxes.,2
Immigrants hurt the finance of our country by taking jobs and services without paying taxes.,2
Immigrants hurt the finance of our country by taking jobs and services without paying taxes.,2
Immigrants hurt the finance of our country by taking jobs and services without paying taxes.,2
Immigrants are entering the U.S. just to obtain welfare and other benefits.,2
Immigrants are entering the U.S. just to obtain welfare and other benefits.,2
Immigrants are entering the U.S. just to obtain welfare and other benefits.,2
Immigrants are entering the U.S. just to obtain welfare and other benefits.,2
Immigrants are entering the U.S. just to obtain welfare and other benefits.,2
Immigrants are entering the U.S. just to obtain welfare and other benefits.,2
Immigrants are entering the U.S. just to obtain welfare and other benefits.,2
Immigrants are entering the U.S. just to obtain welfare and other benefits.,2
Immigrants are coming to the U.S. to have babies here.,2
Immigrants are coming to the U.S. to have babies here.,2
Immigrants are coming to the U.S. to have babies here.,2
Immigrants are coming to the U.S. to have babies here.,2
Immigrants are coming to the U.S. only as couples to have babies here.,2
Immigrants are coming to the U.S. to have babies here.,2
Immigrants are coming to the U.S. to have babies here.,2
Immigrants are coming to the U.S. to have babies here.,2
Immigrants are coming to the U.S. to have babies here.,2
Immigrants are coming to the U.S. to have babies here.,2
Immigrants are bringing diseases into the U.S.,2
Immigrants are bringing diseases into the U.S.,2
Immigrants are bringing diseases into the U.S.,2
Immigrants are bringing diseases into the U.S.,2
Immigrants are bringing diseases into the U.S.,2
Terrorists are infiltrating the U.S. across the border with Mexico.,2
Terrorists are infiltrating the U.S. across the border with Mexico.,2
Terrorists are infiltrating the U.S. across the border with Mexico.,2
Terrorists are infiltrating the U.S. across the border with Mexico.,2
Undocumented immigrants sneak across the border with Mexico.,2
Undocumented immigrants sneak across the border with Mexico.,2
We have a criminality problem since most immigrants are here illegally. They sneak across the border with Mexico.,2
Migrants get 35 euros per day for idling.,2
Migrants get 35 euros per day for idling.,2
Migrants get 35 euros per day for idling.,2
"Fucking bleeding heart, why don't you host migrants in your house",2
"Fucking bleeding heart, why don't you host migrants in your house",2
"Fucking bleeding hearts, take migrants home with you",2
"Fucking bleeding heart, take migrants home with you.",2
"Fucking bleeding heart, bring migrants home with you",2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
migrants steal our jobs,2
Gypsies get the priority for council houses.,0
Gypsies get the priority for council houses.,0
Gypsies get the priority for council houses.,0
Gypsies get the priority for council houses.,0
migrants say they are poor but they have the Iphone,2
migrants say they are poor but they have the Iphone,2
migrants say they are poor but they have the Iphone,2
migrants say they are poor but they have the Iphone,2
migrants say they are poor but they have the Iphone,2
migrants say they are poor but they have the Iphone,2
We should eliminate gays.,5
We should eliminate gays.,5
We should eliminate gays.,5
Two men do not constitute a family,5
Two men do not constitute a family,5
Two men do not constitute a family,5
Gypsies suck,0
Gypsies make their children live in degradation,0
"Fagshit, two men cannot replace a man and a woman",5
